effort,defective,non-defective,benefit,cost
826.7532361388372,179,12669,1360,16437.7642857
1387.127658781496,66,12783,1360,16437.7642857
1150.5447289106226,74,12775,1360,16437.7642857
1106.274136562952,64,12785,1360,16437.7642857
1205.191894939161,70,12779,1360,16437.7642857
980.1323670666043,55,12794,1360,16437.7642857
1924.2842260787527,70,12779,1360,16437.7642857
1860.992938690936,66,12783,1360,16437.7642857
766.9122022239667,64,12785,1360,16437.7642857
1260.35758008058,61,12788,1360,16437.7642857
865.4501719402242,63,12786,1360,16437.7642857
