effort,defective,non-defective,benefit,cost
896.9976728549851,250,19023,6187,28864.302303179997
976.992789217335,79,19195,6187,28864.302303179997
1908.4557630019008,96,19178,6187,28864.302303179997
1186.6326064772948,96,19178,6187,28864.302303179997
1055.497279050407,109,19165,6187,28864.302303179997
1253.0654817363484,98,19176,6187,28864.302303179997
1281.9809852766502,78,19196,6187,28864.302303179997
1166.6619000908358,94,19180,6187,28864.302303179997
1424.0633747206527,100,19174,6187,28864.302303179997
1059.0899061287766,98,19176,6187,28864.302303179997
