effort,defective,non-defective,benefit,cost
434.67304460444933,118,2109,169,392.58662281
228.7777777766667,7,2220,169,392.58662281
82.875,8,2219,169,392.58662281
189.65974025974026,12,2215,169,392.58662281
122.47182540860318,10,2217,169,392.58662281
11.25,12,2215,169,392.58662281
33.22368421,8,2219,169,392.58662281
130.76309524166666,11,2216,169,392.58662281
34.719949494949496,13,2214,169,392.58662281
154.43102836833333,10,2217,169,392.58662281
80.06515151222077,11,2216,169,392.58662281
248.68210784313723,19,2208,169,392.58662281
56.87976190638096,12,2215,169,392.58662281
65.20416666666668,9,2218,169,392.58662281
211.16666666666669,8,2219,169,392.58662281
74.0,6,2221,169,392.58662281
443.45887446372296,11,2216,169,392.58662281
46.01666666708333,10,2217,169,392.58662281
87.92243354239805,16,2211,169,392.58662281
202.00317461011906,15,2212,169,392.58662281
23.59583333333333,13,2214,169,392.58662281
324.9537037,10,2217,169,392.58662281
65.58658008658008,12,2215,169,392.58662281
282.7823512905303,16,2211,169,392.58662281
103.29657869469696,14,2213,169,392.58662281
143.4820261882353,20,2207,169,392.58662281
5.153846153846153,13,2214,169,392.58662281
72.16666666666667,14,2213,169,392.58662281
71.62777778200001,10,2217,169,392.58662281
241.50757575727272,13,2214,169,392.58662281
0.0,5,2222,169,392.58662281
65.88068182,10,2217,169,392.58662281
114.82637362923077,15,2212,169,392.58662281
97.5888888888889,12,2215,169,392.58662281
130.9375,8,2219,169,392.58662281
15.480519485714284,7,2220,169,392.58662281
177.56342593333335,10,2217,169,392.58662281
65.5,6,2221,169,392.58662281
29.887802841428574,9,2218,169,392.58662281
66.56770833666667,10,2217,169,392.58662281
113.94345238059523,13,2214,169,392.58662281
1.4423076923076923,13,2214,169,392.58662281
469.9984127311905,10,2217,169,392.58662281
153.5023989871212,12,2215,169,392.58662281
39.35164835333333,15,2212,169,392.58662281
327.2370323716667,8,2219,169,392.58662281
20.8,4,2223,169,392.58662281
349.9311035546031,14,2213,169,392.58662281
203.95746033214286,14,2213,169,392.58662281
186.762061405,13,2214,169,392.58662281
