effort,defective,non-defective,benefit,cost
497.8574509625041,200,3363,163,681.5
59.83047438659452,21,3542,163,681.5
61.554166666666674,9,3554,163,681.5
219.4950367650794,24,3539,163,681.5
113.49885402634726,21,3542,163,681.5
93.23980263157894,19,3544,163,681.5
69.29725334654204,19,3544,163,681.5
338.48559539529094,25,3538,163,681.5
103.6875,9,3554,163,681.5
100.20574124388888,19,3544,163,681.5
37.24317877929123,27,3536,163,681.5
30.263888888680555,18,3545,163,681.5
146.42875452779137,16,3547,163,681.5
93.84709525302414,19,3544,163,681.5
39.4654321,14,3549,163,681.5
123.33129834282052,15,3548,163,681.5
119.23114443797938,32,3531,163,681.5
121.78088023247113,18,3545,163,681.5
335.3197638564405,18,3545,163,681.5
92.75470588235294,17,3546,163,681.5
317.4484848490303,11,3552,163,681.5
277.0054778589872,19,3544,163,681.5
89.5411195289899,15,3548,163,681.5
341.9785247373016,21,3542,163,681.5
201.5972943751201,22,3541,163,681.5
35.32260544134503,21,3542,163,681.5
43.349206351238095,14,3549,163,681.5
84.8920715723476,20,3543,163,681.5
88.06391941391942,15,3548,163,681.5
152.92929292966664,16,3547,163,681.5
209.38366398297617,16,3547,163,681.5
185.57238349867245,18,3545,163,681.5
233.17218856666668,15,3548,163,681.5
71.84999999933333,8,3555,163,681.5
61.26666666666667,10,3553,163,681.5
71.11467732013784,22,3541,163,681.5
0.0,11,3552,163,681.5
134.0665816916014,21,3542,163,681.5
269.25499417649894,20,3543,163,681.5
254.08510942274796,25,3538,163,681.5
34.13752097015873,16,3547,163,681.5
229.8411064394818,22,3541,163,681.5
62.37622549019608,20,3543,163,681.5
189.95007591436422,18,3545,163,681.5
278.0681400530487,19,3544,163,681.5
348.12245452635335,24,3539,163,681.5
62.08316550146854,20,3543,163,681.5
56.72912852543202,19,3544,163,681.5
50.23931624083333,15,3548,163,681.5
26.85,18,3545,163,681.5
195.1019491108952,20,3543,163,681.5
217.00305498889355,23,3540,163,681.5
190.20478692274358,21,3542,163,681.5
500.5280451630125,17,3546,163,681.5
64.9962962965,14,3549,163,681.5
76.48649267363554,22,3541,163,681.5
62.5,11,3552,163,681.5
28.98277310971428,17,3546,163,681.5
260.92491826632494,22,3541,163,681.5
80.63333333333334,20,3543,163,681.5
231.16541904134414,15,3548,163,681.5
9.471153846410257,13,3550,163,681.5
46.487651237110946,16,3547,163,681.5
100.4775183150183,16,3547,163,681.5
144.51498176774834,27,3536,163,681.5
107.74741924703463,17,3546,163,681.5
59.45867369273913,23,3540,163,681.5
223.25181704177317,20,3543,163,681.5
146.72619047619048,15,3548,163,681.5
44.20444444444444,15,3548,163,681.5
173.70670162973892,28,3535,163,681.5
103.86422111121794,18,3545,163,681.5
92.81285627850733,21,3542,163,681.5
263.395238095,18,3545,163,681.5
190.0113058893739,19,3544,163,681.5
274.1000700262255,19,3544,163,681.5
147.05992063214285,14,3549,163,681.5
165.7471681110642,17,3546,163,681.5
176.82843226703298,17,3546,163,681.5
26.9,12,3551,163,681.5
187.4511634185714,8,3555,163,681.5
36.762770563528136,15,3548,163,681.5
185.90360943100288,19,3544,163,681.5
42.34575075370168,26,3537,163,681.5
209.57873298461539,16,3547,163,681.5
242.37637636418023,13,3550,163,681.5
447.0384448061508,22,3541,163,681.5
47.66912632805195,19,3544,163,681.5
63.659890109890114,17,3546,163,681.5
82.11418202382514,18,3545,163,681.5
142.97500000666665,12,3551,163,681.5
31.916666666666664,19,3544,163,681.5
309.21510989028843,14,3549,163,681.5
167.11080581794872,13,3550,163,681.5
19.478499278080807,16,3547,163,681.5
107.4,12,3551,163,681.5
102.9685367251314,23,3540,163,681.5
119.101479754,15,3548,163,681.5
1167.580552780174,14,3549,163,681.5
82.61293706293705,15,3548,163,681.5
