effort,defective,non-defective,benefit,cost
456.3048762678528,170,1611,191,516.26666667
135.2,13,1768,191,516.26666667
68.21198830833333,10,1771,191,516.26666667
247.77023809482142,8,1773,191,516.26666667
347.0104167,10,1771,191,516.26666667
99.923232328,7,1774,191,516.26666667
31.041071428571428,8,1773,191,516.26666667
93.52285714,12,1769,191,516.26666667
80.90555555581196,14,1767,191,516.26666667
152.67999639262626,15,1766,191,516.26666667
106.80551378595239,10,1771,191,516.26666667
229.77055555533332,16,1765,191,516.26666667
69.36904761857143,10,1771,191,516.26666667
109.16453512571428,7,1774,191,516.26666667
216.29444443738095,10,1771,191,516.26666667
208.2214285714286,10,1771,191,516.26666667
112.44973824601732,12,1769,191,516.26666667
164.61428571428573,8,1773,191,516.26666667
182.2904882,9,1772,191,516.26666667
9.6,11,1770,191,516.26666667
43.22222223333333,5,1776,191,516.26666667
82.45811965888889,9,1772,191,516.26666667
83.8531746027381,12,1769,191,516.26666667
0.0,6,1775,191,516.26666667
380.1666666333333,12,1769,191,516.26666667
107.81904761904761,7,1774,191,516.26666667
14.460317459999999,7,1774,191,516.26666667
23.82237841785714,10,1771,191,516.26666667
0.0,8,1773,191,516.26666667
102.67857143642857,9,1772,191,516.26666667
81.91666666666667,4,1777,191,516.26666667
83.40432098666666,10,1771,191,516.26666667
16.120833333333334,11,1770,191,516.26666667
0.0,3,1778,191,516.26666667
324.25000005,9,1772,191,516.26666667
349.9666666736363,11,1770,191,516.26666667
203.9105114,4,1777,191,516.26666667
0.0,7,1774,191,516.26666667
52.145833333333336,8,1773,191,516.26666667
9.09032258,5,1776,191,516.26666667
186.40151515151516,12,1769,191,516.26666667
305.77777774444445,11,1770,191,516.26666667
9.875,6,1775,191,516.26666667
0.0,10,1771,191,516.26666667
86.73809523416668,8,1773,191,516.26666667
32.833333335,6,1775,191,516.26666667
199.38636653111112,10,1771,191,516.26666667
27.71794871666667,6,1775,191,516.26666667
187.9626984104762,14,1767,191,516.26666667
32.05714285714286,8,1773,191,516.26666667
333.9734848419048,11,1770,191,516.26666667
201.566666683,11,1770,191,516.26666667
306.5872765352381,12,1769,191,516.26666667
74.83333333333333,13,1768,191,516.26666667
105.78571428333333,10,1771,191,516.26666667
168.26598290589746,13,1768,191,516.26666667
55.03726191209957,13,1768,191,516.26666667
113.24206349261904,11,1770,191,516.26666667
296.7142857466667,8,1773,191,516.26666667
90.27777777833333,7,1774,191,516.26666667
86.46666666666667,9,1772,191,516.26666667
78.47342657312353,13,1768,191,516.26666667
133.65,17,1764,191,516.26666667
1105.5,4,1777,191,516.26666667
58.964395605357154,12,1769,191,516.26666667
88.7625,7,1774,191,516.26666667
93.77619047619046,14,1767,191,516.26666667
86.19393939999999,10,1771,191,516.26666667
17.857142857142858,7,1774,191,516.26666667
187.1,10,1771,191,516.26666667
279.1488095404762,9,1772,191,516.26666667
113.59255952380953,12,1769,191,516.26666667
33.233333333333334,8,1773,191,516.26666667
0.0,3,1778,191,516.26666667
42.416666666666664,9,1772,191,516.26666667
543.1666667173333,7,1774,191,516.26666667
76.416666675,7,1774,191,516.26666667
273.6388888888889,9,1772,191,516.26666667
8.714285714285714,7,1774,191,516.26666667
183.1367147904762,10,1771,191,516.26666667
187.3932539404762,10,1771,191,516.26666667
200.0,3,1778,191,516.26666667
90.5,9,1772,191,516.26666667
71.5,8,1773,191,516.26666667
156.43271373041665,14,1767,191,516.26666667
132.5555556,5,1776,191,516.26666667
129.175,8,1773,191,516.26666667
49.31428571428572,9,1772,191,516.26666667
401.6320988008333,6,1775,191,516.26666667
115.9,6,1775,191,516.26666667
31.71969697,10,1771,191,516.26666667
18.666666666,8,1773,191,516.26666667
122.62626264444444,9,1772,191,516.26666667
54.58333333333333,8,1773,191,516.26666667
100.31111111111112,13,1768,191,516.26666667
153.5,10,1771,191,516.26666667
57.0,6,1775,191,516.26666667
303.50952381,6,1775,191,516.26666667
202.53138867923522,12,1769,191,516.26666667
151.29476496059826,13,1768,191,516.26666667
