effort,defective,non-defective,benefit,cost
468.6936046913817,162,283,241,244.1428571
231.8428066411905,15,430,241,244.1428571
0.0,1,444,241,244.1428571
0.0,3,442,241,244.1428571
3.666666666666667,3,442,241,244.1428571
135.9375,5,440,241,244.1428571
21.81818182,1,444,241,244.1428571
0.0,2,443,241,244.1428571
143.0,1,444,241,244.1428571
0.0,3,442,241,244.1428571
50.66666666666667,3,442,241,244.1428571
0.0,4,441,241,244.1428571
223.5,2,443,241,244.1428571
7.666666666666667,4,441,241,244.1428571
0.0,1,444,241,244.1428571
0.0,0,445,241,244.1428571
74.0,3,442,241,244.1428571
0.0,0,445,241,244.1428571
130.25,2,443,241,244.1428571
181.3636364,2,443,241,244.1428571
105.278571425,4,441,241,244.1428571
0.0,2,443,241,244.1428571
51.0,1,444,241,244.1428571
0.0,1,444,241,244.1428571
0.0,0,445,241,244.1428571
192.0,2,443,241,244.1428571
0.0,2,443,241,244.1428571
0.0,0,445,241,244.1428571
0.0,0,445,241,244.1428571
0.0,0,445,241,244.1428571
0.0,1,444,241,244.1428571
0.0,1,444,241,244.1428571
0.0,2,443,241,244.1428571
24.416666666666668,5,440,241,244.1428571
196.272727275,3,442,241,244.1428571
156.64999999999998,4,441,241,244.1428571
0.0,1,444,241,244.1428571
0.0,1,444,241,244.1428571
69.4,3,442,241,244.1428571
82.0,1,444,241,244.1428571
109.56688596749999,7,438,241,244.1428571
51.0,1,444,241,244.1428571
188.0,1,443,241,244.1428571
40.8888889,3,442,241,244.1428571
0.0,0,445,241,244.1428571
108.5,2,443,241,244.1428571
0.0,3,442,241,244.1428571
0.0,2,443,241,244.1428571
0.0,0,445,241,244.1428571
271.6666667,3,442,241,244.1428571
80.85714286,1,444,241,244.1428571
197.20277778666667,6,439,241,244.1428571
111.0,2,443,241,244.1428571
58.1470588,4,441,241,244.1428571
0.0,3,442,241,244.1428571
0.0,2,443,241,244.1428571
312.9999999666667,3,442,241,244.1428571
60.0,4,441,241,244.1428571
94.33333333,1,444,241,244.1428571
0.0,1,444,241,244.1428571
130.3333333,3,442,241,244.1428571
0.0,2,443,241,244.1428571
0.0,0,445,241,244.1428571
10.7027027025,4,441,241,244.1428571
142.666666665,2,443,241,244.1428571
97.14285714,2,443,241,244.1428571
341.8690476,2,443,241,244.1428571
0.0,1,444,241,244.1428571
163.75,3,442,241,244.1428571
34.666666666666664,3,442,241,244.1428571
110.9,2,443,241,244.1428571
50.0,2,443,241,244.1428571
0.0,2,443,241,244.1428571
0.0,4,441,241,244.1428571
43.25,1,444,241,244.1428571
10.0,2,443,241,244.1428571
290.50000000000006,2,443,241,244.1428571
0.0,4,441,241,244.1428571
0.0,2,443,241,244.1428571
123.39393939333334,3,442,241,244.1428571
76.33333333,3,442,241,244.1428571
102.0,2,443,241,244.1428571
95.0,2,443,241,244.1428571
0.0,0,445,241,244.1428571
0.0,2,443,241,244.1428571
56.25,3,442,241,244.1428571
110.4122807025,6,439,241,244.1428571
2.126436781666667,3,442,241,244.1428571
106.2,2,443,241,244.1428571
14.31140351,3,442,241,244.1428571
0.0,3,442,241,244.1428571
96.90104166666666,7,438,241,244.1428571
88.25,2,443,241,244.1428571
0.0,2,443,241,244.1428571
118.25,2,443,241,244.1428571
0.0,3,442,241,244.1428571
446.0,1,444,241,244.1428571
349.1666667,1,444,241,244.1428571
0.0,3,442,241,244.1428571
193.1428571,2,443,241,244.1428571
