effort,defective,non-defective,benefit,cost
441.9141367977229,188,273,167,437.0
201.51349206404763,15,445,167,437.0
0.0,0,461,167,437.0
0.0,2,459,167,437.0
62.0,1,460,167,437.0
0.0,2,459,167,437.0
0.0,1,460,167,437.0
0.0,0,461,167,437.0
188.5,4,457,167,437.0
334.0,3,458,167,437.0
0.0,2,459,167,437.0
239.00000000000003,3,458,167,437.0
622.625,3,458,167,437.0
188.9,5,456,167,437.0
111.00000000333334,7,454,167,437.0
367.3333333,2,459,167,437.0
0.0,1,460,167,437.0
194.33333333333331,3,458,167,437.0
145.86666666666667,3,458,167,437.0
0.0,1,460,167,437.0
326.5,4,457,167,437.0
0.0,0,461,167,437.0
530.0,2,459,167,437.0
583.0,1,460,167,437.0
0.0,0,460,167,437.0
143.33333333333334,3,458,167,437.0
0.0,3,458,167,437.0
266.6166666666667,3,458,167,437.0
0.0,1,460,167,437.0
0.0,1,460,167,437.0
0.0,1,460,167,437.0
0.0,3,458,167,437.0
286.0,2,459,167,437.0
143.33333333333334,3,458,167,437.0
227.625,5,456,167,437.0
176.5,2,459,167,437.0
116.83333333,3,458,167,437.0
308.4666666666667,5,456,167,437.0
111.89583333333333,4,457,167,437.0
340.49999999999994,3,458,167,437.0
116.20000000000002,5,456,167,437.0
0.0,1,460,167,437.0
9.625,4,457,167,437.0
159.33333333333334,3,458,167,437.0
231.0,3,458,167,437.0
497.8,2,459,167,437.0
0.0,2,459,167,437.0
0.0,1,460,167,437.0
269.28333333333336,6,455,167,437.0
218.5,3,458,167,437.0
