effort,defective,non-defective,benefit,cost
515.5739575610887,197,3497,389,4014.0357143
409.89111068799764,22,3673,389,4014.0357143
774.5857142857143,14,3681,389,4014.0357143
561.3564796340049,24,3671,389,4014.0357143
305.87954545454545,13,3682,389,4014.0357143
426.57760687094014,15,3680,389,4014.0357143
263.04027777777776,16,3679,389,4014.0357143
396.9761904761905,9,3686,389,4014.0357143
235.83095238428572,13,3682,389,4014.0357143
820.7529761904761,14,3681,389,4014.0357143
252.0816017316017,15,3680,389,4014.0357143
599.855067159829,18,3677,389,4014.0357143
463.35952380952386,13,3682,389,4014.0357143
777.502233877234,17,3678,389,4014.0357143
794.6166666666667,10,3685,389,4014.0357143
911.0731591107011,21,3674,389,4014.0357143
867.5186147400432,15,3680,389,4014.0357143
335.1452922077922,18,3677,389,4014.0357143
653.7204984557925,19,3676,389,4014.0357143
223.4446681749623,18,3677,389,4014.0357143
335.7391725946779,22,3673,389,4014.0357143
733.5093073593074,15,3680,389,4014.0357143
954.2777777666666,13,3682,389,4014.0357143
405.33888890833333,14,3681,389,4014.0357143
203.85079365079363,19,3676,389,4014.0357143
603.8628815628815,18,3677,389,4014.0357143
681.5833333333334,9,3686,389,4014.0357143
883.6561508054156,23,3672,389,4014.0357143
583.8293650793651,15,3680,389,4014.0357143
677.8942476383265,21,3674,389,4014.0357143
556.4690476190476,16,3679,389,4014.0357143
161.98826117403482,23,3672,389,4014.0357143
300.9722349566081,17,3678,389,4014.0357143
585.9198412698413,23,3672,389,4014.0357143
1070.7286796515964,16,3679,389,4014.0357143
1272.2098484848482,19,3676,389,4014.0357143
1424.8925284021009,21,3674,389,4014.0357143
630.91263736105,22,3673,389,4014.0357143
886.6539682539684,18,3677,389,4014.0357143
419.8166475246356,21,3674,389,4014.0357143
318.77122803809783,21,3674,389,4014.0357143
362.786889209232,19,3676,389,4014.0357143
1336.9458333333334,23,3672,389,4014.0357143
563.6,11,3684,389,4014.0357143
1196.3480392208683,19,3676,389,4014.0357143
643.7899472105648,19,3676,389,4014.0357143
602.5918959309091,16,3679,389,4014.0357143
489.2516608391609,19,3676,389,4014.0357143
240.20130614553227,14,3681,389,4014.0357143
560.3690476208333,12,3683,389,4014.0357143
