effort,defective,non-defective,benefit,cost
473.0017802784898,182,3051,84,4390.0
373.2916666666667,7,3226,84,4390.0
469.3333333333333,14,3219,84,4390.0
608.4290598290598,15,3218,84,4390.0
583.8504206956142,22,3211,84,4390.0
373.27865884115886,17,3216,84,4390.0
442.54496435770943,17,3216,84,4390.0
461.4300699300699,13,3220,84,4390.0
349.22916666666663,17,3216,84,4390.0
1024.1958874458874,12,3221,84,4390.0
721.9959595959594,22,3211,84,4390.0
780.9320526695526,17,3216,84,4390.0
388.73232322929294,12,3221,84,4390.0
385.48228744939274,20,3213,84,4390.0
1455.1111111111113,15,3218,84,4390.0
54.25,11,3222,84,4390.0
446.244841275,14,3219,84,4390.0
227.05304303539594,17,3216,84,4390.0
573.8064366371184,14,3219,84,4390.0
776.46875,11,3222,84,4390.0
597.3666666666666,16,3217,84,4390.0
289.69102564102565,16,3217,84,4390.0
429.9810605993939,11,3222,84,4390.0
614.2040598290598,13,3220,84,4390.0
857.6222222222223,19,3214,84,4390.0
450.1750000020834,16,3217,84,4390.0
512.4305555555555,9,3224,84,4390.0
720.8343781218781,18,3215,84,4390.0
1006.6535714199999,12,3221,84,4390.0
848.5343524574677,22,3211,84,4390.0
1292.563021531542,19,3214,84,4390.0
550.5427188568182,13,3220,84,4390.0
1079.3361399166756,28,3205,84,4390.0
588.3799741256183,20,3213,84,4390.0
613.6271367583333,13,3220,84,4390.0
91.825,14,3219,84,4390.0
687.6858516483517,13,3220,84,4390.0
432.47727272727275,12,3221,84,4390.0
384.26529803529814,13,3220,84,4390.0
70.1888888888889,11,3222,84,4390.0
591.6100648342574,27,3206,84,4390.0
726.5988190729613,20,3213,84,4390.0
61.5064935064935,15,3218,84,4390.0
789.729292929293,13,3220,84,4390.0
536.629859567713,21,3212,84,4390.0
375.08303430693775,23,3210,84,4390.0
1303.4958333333334,17,3216,84,4390.0
264.30541125719697,12,3221,84,4390.0
949.4095238095239,17,3216,84,4390.0
1385.8856060606063,11,3222,84,4390.0
