effort,defective,non-defective
1270.519336,205,717
1107.5,5,918
976.75,6,917
715.3333333,3,920
638.8333333,4,919
1083.638889,6,917
570.8,5,918
1446.666667,4,919
0,0,923
237.2777778,3,920
