effort,defective,non-defective,benefit,cost
355.86203594815396,198,1186,172,1721.0
555.5972222222222,9,1376,172,1721.0
108.0,4,1381,172,1721.0
485.33333330000005,3,1382,172,1721.0
425.6095238166667,10,1375,172,1721.0
853.0000000000001,1,1384,172,1721.0
278.7,9,1376,172,1721.0
226.7666666666667,10,1375,172,1721.0
59.375,5,1380,172,1721.0
0.0,11,1373,172,1721.0
345.8821428571428,10,1375,172,1721.0
661.5,7,1377,172,1721.0
423.40746753246754,11,1374,172,1721.0
362.0,5,1380,172,1721.0
295.6,7,1378,172,1721.0
414.0,9,1376,172,1721.0
222.7666666733333,6,1379,172,1721.0
209.85714286190478,7,1378,172,1721.0
110.75,4,1381,172,1721.0
938.1071428571429,7,1377,172,1721.0
180.66666666666666,4,1381,172,1721.0
152.39583333333334,8,1377,172,1721.0
0.0,3,1382,172,1721.0
326.4666666666667,8,1377,172,1721.0
289.975,5,1380,172,1721.0
354.5,8,1377,172,1721.0
382.7380952428572,8,1377,172,1721.0
589.95,7,1378,172,1721.0
146.5,7,1378,172,1721.0
704.8777056277057,11,1374,172,1721.0
318.64285714285717,8,1377,172,1721.0
253.6,7,1378,172,1721.0
339.0,4,1381,172,1721.0
530.7,7,1378,172,1721.0
671.5,5,1380,172,1721.0
607.0,8,1377,172,1721.0
364.1666666666667,4,1381,172,1721.0
392.26666666666665,8,1377,172,1721.0
594.85,5,1380,172,1721.0
1149.85,7,1378,172,1721.0
800.375,5,1380,172,1721.0
168.5,7,1378,172,1721.0
0.0,6,1379,172,1721.0
412.25,6,1379,172,1721.0
0.0,5,1380,172,1721.0
521.6785714285714,10,1375,172,1721.0
466.25,5,1380,172,1721.0
355.6482142857143,9,1376,172,1721.0
332.5416666666667,8,1377,172,1721.0
422.2,9,1376,172,1721.0
