effort,defective,non-defective,benefit,cost
342.18250273925895,182,740,51,420.5
409.5,2,921,51,420.5
288.21428572499997,6,917,51,420.5
124.0,5,918,51,420.5
0.0,4,919,51,420.5
632.0,7,916,51,420.5
0.0,3,920,51,420.5
411.75,6,917,51,420.5
330.5,2,921,51,420.5
151.33333333333334,6,917,51,420.5
326.16666668333335,6,917,51,420.5
338.0,4,919,51,420.5
320.7416666666667,9,914,51,420.5
186.125,5,918,51,420.5
328.0119047571429,8,915,51,420.5
41.666666666666664,6,917,51,420.5
828.9749999999999,5,918,51,420.5
241.30952380535714,9,914,51,420.5
435.35,5,918,51,420.5
158.91666666666669,9,914,51,420.5
0.0,0,923,51,420.5
1250.4,4,919,51,420.5
38.0,8,915,51,420.5
25.5,4,919,51,420.5
294.1428571428571,8,915,51,420.5
495.7817460261905,9,914,51,420.5
0.0,6,917,51,420.5
470.0,5,918,51,420.5
1162.9404762,8,915,51,420.5
237.0,5,918,51,420.5
479.80555556666667,5,918,51,420.5
0.0,2,921,51,420.5
117.25,5,918,51,420.5
0.0,6,917,51,420.5
273.16666666666663,4,919,51,420.5
214.83333333333331,3,920,51,420.5
499.1666667,6,917,51,420.5
424.0,5,918,51,420.5
487.34999999583334,9,914,51,420.5
180.16666666666669,7,916,51,420.5
16.666666666666668,5,918,51,420.5
127.0,4,919,51,420.5
0.0,3,920,51,420.5
287.75,4,919,51,420.5
53.75,6,917,51,420.5
512.4,5,918,51,420.5
387.5,5,918,51,420.5
418.5,3,920,51,420.5
655.1,6,917,51,420.5
140.16666666666666,3,920,51,420.5
