10,50,100
1270.519336,1139.273514,1085.714017
1107.5,613,1072.116667
976.75,794.0233333,654
715.3333333,839.1833333,1276.190476
638.8333333,1341.333333,672.3095238
1083.638889,561.6,743.5
570.8,618.9666667,473
1446.666667,267.1590909,431.25
0,1012,568.2833333
237.2777778,815.5833333,911.3
,1224.514286,566.3333333
,489.5,1533.533333
,940.9833333,1458.664286
,1674.833333,648.75
,1000.35,1434.721429
,697.6833333,930.3333334
,344.5,827.5833333
,566,1077.833333
,962.3333333,725.7777778
,815.5833333,229.5
,815.7833334,396.4166667
,739.6666667,943.25
,325,703
,442.4166667,291.75
,698.6666667,744
,738.5166667,1285.308333
,589.6833333,332.1
,395,1166.9
,1390.5,529.5333333
,1340.483333,549.5
,261.5,480.25
,894.9833333,970.6785714
,926.0833333,1340.816667
,1140.5,446.0833333
,321.9666667,1025.833333
,832.0833333,547.7095238
,221.1666667,711.4909091
,1032.333333,605.297619
,1234.866667,767.2285714
,305.3333333,464
,2146.083333,723.2833333
,1028.588889,1507.816667
,893.8333333,850
,751.9166667,416.0833333
,740.0547619,613
,1249.883333,85
,599.5,760.5
,1134.113095,283.8
,589.625,911.7166667
,626,1142.133333
,,2002.316667
,,687
,,753.2166667
,,624.7
,,1178.75
,,629.0416667
,,782.8333333
,,1291.857143
,,519.3547619
,,763.275
,,875.3654762
,,754.7115079
,,1034.416667
,,1272.516667
,,345.9952381
,,0
,,882.8333333
,,1413.933333
,,474.2666667
,,712.075
,,658.1095238
,,782.6309524
,,394.7083333
,,361
,,769.9166667
,,571.5
,,927.25
,,444
,,181.5
,,979.4910714
,,1260.888889
,,798.5
,,820.5
,,908.3
,,994.081746
,,250.75
,,979.052381
,,741.3916667
,,1021.783333
,,912.1333333
,,1006
,,0
,,605.5333333
,,1056.3125
,,637.3833333
,,990.0833333
,,1050.016667
,,201.5
,,366.8333333
,,1193.15
