effort,defective,non-defective,benefit,cost
1085.7140167618738,200,722,271,3251.3333333
1072.1166666666668,6,917,271,3251.3333333
654.0,1,922,271,3251.3333333
1276.1904761904764,7,916,271,3251.3333333
672.3095238095239,7,916,271,3251.3333333
743.4999999833333,6,917,271,3251.3333333
473.0,3,920,271,3251.3333333
431.25,4,919,271,3251.3333333
568.2833333333333,5,918,271,3251.3333333
911.3,5,918,271,3251.3333333
566.3333333333333,4,919,271,3251.3333333
1533.5333333333333,6,917,271,3251.3333333
1458.6642857250001,5,918,271,3251.3333333
648.75,2,921,271,3251.3333333
1434.7214285714288,7,916,271,3251.3333333
930.3333333666667,3,920,271,3251.3333333
827.5833333333333,4,919,271,3251.3333333
1077.8333333333335,4,919,271,3251.3333333
725.7777777666666,4,919,271,3251.3333333
229.5,2,921,271,3251.3333333
396.41666666666663,4,919,271,3251.3333333
943.25,5,918,271,3251.3333333
703.0,2,921,271,3251.3333333
291.75,4,919,271,3251.3333333
744.0,3,920,271,3251.3333333
1285.3083333333334,8,915,271,3251.3333333
332.1,5,918,271,3251.3333333
1166.9,5,918,271,3251.3333333
529.5333333333333,5,918,271,3251.3333333
549.5,2,921,271,3251.3333333
480.25,2,921,271,3251.3333333
970.6785714285716,7,916,271,3251.3333333
1340.8166666666666,6,917,271,3251.3333333
446.0833333333333,4,919,271,3251.3333333
1025.8333333333335,3,920,271,3251.3333333
547.7095238095238,7,916,271,3251.3333333
711.4909091,4,919,271,3251.3333333
605.2976190442857,7,916,271,3251.3333333
767.2285714285714,7,916,271,3251.3333333
464.00000000000006,2,921,271,3251.3333333
723.2833333333333,5,918,271,3251.3333333
1507.8166666666666,6,917,271,3251.3333333
850.0,3,920,271,3251.3333333
416.08333333333337,4,919,271,3251.3333333
613.0,3,920,271,3251.3333333
85.0,1,922,271,3251.3333333
760.5,4,919,271,3251.3333333
283.8,1,922,271,3251.3333333
911.7166666666667,5,918,271,3251.3333333
1142.1333333333332,5,918,271,3251.3333333
2002.3166666666668,5,918,271,3251.3333333
687.0,4,919,271,3251.3333333
753.2166666666666,6,917,271,3251.3333333
624.7000000133334,5,918,271,3251.3333333
1178.75,4,919,271,3251.3333333
629.0416666666667,4,919,271,3251.3333333
782.8333333333334,4,919,271,3251.3333333
1291.857142857143,10,913,271,3251.3333333
519.354761904762,7,916,271,3251.3333333
763.275,5,918,271,3251.3333333
875.3654761904762,9,914,271,3251.3333333
754.7115079259523,7,916,271,3251.3333333
1034.4166666666665,5,918,271,3251.3333333
1272.5166666499997,6,917,271,3251.3333333
345.9952380952381,7,916,271,3251.3333333
0.0,0,923,271,3251.3333333
882.8333333333334,4,919,271,3251.3333333
1413.9333333333332,6,917,271,3251.3333333
474.26666666666665,5,918,271,3251.3333333
712.0749999999999,6,917,271,3251.3333333
658.1095238095237,7,916,271,3251.3333333
782.6309523976189,7,916,271,3251.3333333
394.70833333333337,5,918,271,3251.3333333
361.0,2,921,271,3251.3333333
769.9166666666666,4,919,271,3251.3333333
571.5,2,921,271,3251.3333333
927.2499999666667,4,919,271,3251.3333333
444.0,2,921,271,3251.3333333
181.5,2,921,271,3251.3333333
979.4910714185714,10,913,271,3251.3333333
1260.8888888833333,3,920,271,3251.3333333
798.5,4,919,271,3251.3333333
820.5,3,920,271,3251.3333333
908.2999999999998,6,917,271,3251.3333333
994.081746042857,7,916,271,3251.3333333
250.75,2,921,271,3251.3333333
979.052380952381,7,916,271,3251.3333333
741.3916666666667,5,918,271,3251.3333333
1021.7833333333333,5,918,271,3251.3333333
912.1333333166667,3,920,271,3251.3333333
1006.0,3,920,271,3251.3333333
0.0,0,923,271,3251.3333333
605.5333333333334,5,918,271,3251.3333333
1056.3125,4,919,271,3251.3333333
637.3833333333332,5,918,271,3251.3333333
990.0833333333334,6,917,271,3251.3333333
1050.0166666833334,6,917,271,3251.3333333
201.5,3,920,271,3251.3333333
366.83333333666667,3,920,271,3251.3333333
1193.1499999952382,7,916,271,3251.3333333
