effort,defective,non-defective,benefit,cost
604.9455254208502,232,4386,838,5780.6666667
1059.2836978986104,24,4595,838,5780.6666667
913.55,20,4599,838,5780.6666667
793.3990741012699,16,4603,838,5780.6666667
553.3076023498245,20,4599,838,5780.6666667
454.05670995671,22,4597,838,5780.6666667
487.437424452912,22,4597,838,5780.6666667
478.4742336134238,24,4595,838,5780.6666667
605.9493560470507,23,4596,838,5780.6666667
1383.5419541320923,29,4590,838,5780.6666667
1030.7838980484814,27,4592,838,5780.6666667
733.7205109202391,25,4594,838,5780.6666667
337.362026873138,15,4604,838,5780.6666667
534.8881951549412,28,4591,838,5780.6666667
763.232377814172,21,4598,838,5780.6666667
1580.06961164631,26,4593,838,5780.6666667
514.5517752537877,29,4590,838,5780.6666667
508.3038468475968,22,4597,838,5780.6666667
182.10383333344143,19,4600,838,5780.6666667
517.4116082320787,28,4591,838,5780.6666667
188.6497549,17,4602,838,5780.6666667
1035.2142712679413,30,4589,838,5780.6666667
608.7590643274855,25,4594,838,5780.6666667
1594.9014218231575,26,4593,838,5780.6666667
385.69000931284546,22,4597,838,5780.6666667
378.27152014235344,14,4605,838,5780.6666667
299.681647298314,23,4596,838,5780.6666667
814.4990079431745,24,4595,838,5780.6666667
1057.835570205583,27,4592,838,5780.6666667
708.8338384035353,23,4596,838,5780.6666667
421.13687865497076,24,4595,838,5780.6666667
890.9408363136204,22,4597,838,5780.6666667
397.6275263985068,21,4598,838,5780.6666667
381.51320345714294,22,4597,838,5780.6666667
583.3681457764792,22,4597,838,5780.6666667
339.4765873,24,4595,838,5780.6666667
857.2685683263853,19,4600,838,5780.6666667
679.171717160606,15,4604,838,5780.6666667
387.09481538992407,30,4589,838,5780.6666667
359.5845976684135,28,4591,838,5780.6666667
292.16804298642535,19,4600,838,5780.6666667
703.604355457173,23,4596,838,5780.6666667
635.1587815047462,21,4598,838,5780.6666667
653.3971141667221,28,4591,838,5780.6666667
816.1083583083583,19,4600,838,5780.6666667
289.41870302418545,26,4593,838,5780.6666667
649.7004926730015,18,4601,838,5780.6666667
253.70833333333331,14,4605,838,5780.6666667
326.7676470588235,23,4596,838,5780.6666667
786.1282245068775,30,4589,838,5780.6666667
