effort,defective,non-defective,benefit,cost
1124.4874975951136,219,2552,163,7199.044848500001
688.9699134232468,11,2760,163,7199.044848500001
1139.156589235756,14,2757,163,7199.044848500001
1463.2483280652234,12,2759,163,7199.044848500001
1539.501046176046,14,2757,163,7199.044848500001
1479.2003968259526,8,2763,163,7199.044848500001
1352.9619755244755,15,2756,163,7199.044848500001
1359.0894567783782,18,2753,163,7199.044848500001
1127.49166665,8,2763,163,7199.044848500001
1196.7893234568487,14,2757,163,7199.044848500001
