effort,defective,non-defective,benefit,cost
496.0723378450307,226,4392,535,1330.1428571000001
659.2543650805555,17,4602,535,1330.1428571000001
440.6798855750968,21,4598,535,1330.1428571000001
285.5213675188034,19,4600,535,1330.1428571000001
1072.2198135198137,16,4603,535,1330.1428571000001
770.826253803169,27,4592,535,1330.1428571000001
835.7886537886969,21,4598,535,1330.1428571000001
829.790377304222,26,4593,535,1330.1428571000001
583.4681818181818,27,4592,535,1330.1428571000001
253.7461038918182,21,4598,535,1330.1428571000001
