effort,defective,non-defective,benefit,cost
443.19376724525944,192,2579,642,5581.0
1182.3296052631579,19,2752,642,5581.0
260.3833333333333,11,2760,642,5581.0
173.24120370000003,14,2757,642,5581.0
288.82936507936506,14,2757,642,5581.0
572.9333333333334,14,2757,642,5581.0
733.0492063492063,16,2755,642,5581.0
745.5433802308803,14,2757,642,5581.0
230.81111111111107,10,2761,642,5581.0
474.52272727272725,13,2758,642,5581.0
744.8015984026972,14,2757,642,5581.0
744.8095238095239,8,2763,642,5581.0
671.8961038877704,13,2758,642,5581.0
574.0952380904761,8,2763,642,5581.0
668.0550838050839,13,2758,642,5581.0
512.5341953350726,22,2749,642,5581.0
192.25,9,2762,642,5581.0
462.7857142857142,13,2758,642,5581.0
455.8181818,9,2762,642,5581.0
1190.6369047619048,10,2761,642,5581.0
252.75,8,2763,642,5581.0
726.547505280586,16,2755,642,5581.0
701.6507936841269,12,2759,642,5581.0
549.549941348547,15,2756,642,5581.0
902.1461316572428,14,2757,642,5581.0
499.8196938398348,20,2751,642,5581.0
1238.1787348383752,18,2753,642,5581.0
1578.1838624301586,9,2762,642,5581.0
567.2612554112554,14,2757,642,5581.0
286.95454545454544,12,2759,642,5581.0
543.1556349095238,10,2761,642,5581.0
761.9285714285714,8,2763,642,5581.0
797.1111111,9,2762,642,5581.0
6.2,12,2759,642,5581.0
273.0375,16,2755,642,5581.0
90.76666666,7,2764,642,5581.0
738.74444445,11,2760,642,5581.0
567.45476192,17,2754,642,5581.0
789.1666666666667,8,2763,642,5581.0
275.969696969697,13,2758,642,5581.0
148.75443722640694,15,2756,642,5581.0
433.9214285714286,8,2763,642,5581.0
579.7916666666666,18,2753,642,5581.0
80.6015873,8,2763,642,5581.0
448.883,17,2754,642,5581.0
348.275,11,2760,642,5581.0
701.7453494190422,17,2754,642,5581.0
347.82590465090465,14,2757,642,5581.0
153.14285714285714,8,2763,642,5581.0
755.5174603174603,15,2756,642,5581.0
