effort,defective,non-defective,benefit,cost
845.3022086455427,169,10446,1515,14388.599999959999
1392.0477317983864,66,10549,1515,14388.599999959999
1581.1580165230819,50,10565,1515,14388.599999959999
1216.1317056724934,38,10577,1515,14388.599999959999
1071.8283185644732,49,10566,1515,14388.599999959999
1062.2036278478718,58,10557,1515,14388.599999959999
746.8814684206765,52,10563,1515,14388.599999959999
1201.7026986267424,44,10571,1515,14388.599999959999
1184.7312673434722,48,10567,1515,14388.599999959999
927.6782138090218,49,10566,1515,14388.599999959999
